|company_name|raised_amount_usd|market|funding_total_usd|status|country_code|city|funding_rounds|founded_year|sector|description
1886|Standard Treasury|2700000.0|Enterprise Software|2700000|operating|USA|San Francisco|1|2013.0|technology|Standard Treasury, a YC-backed company, is hoping to make it easier for businesses to deal with their banks through standard APIs that ease transfers and other transactions.The company says that integrating banking services for small businesses and startups is overly complicated. They can end up sending large files over FTP with specs that take...
1887|Standing Cloud|2000003.0|Enterprise Software|10500003|acquired|USA|Boulder|6|2009.0|technology|Standing Cloud is a leading provider of cloud application management services, providing a seamless application layer for cloud service providers that makes application deployment and management fast, simple and hassle-free for their customers. Its standard application catalog includes 100 open-source and commercial applications. Its...
1888|StarBlock.com|250000.0|Technology|250000|operating|USA|Waconia|1|2012.0|online platforms and marketplaces|StarBlock.com provides an entrepreneurial platform for crowd ranking, model validation, and sourcing capital relationships. It is focused on providing and promoting ideas, mentorship, and capital.StarBlock.com has received funds from SEED and other venture companies. It was established in June 2012 by Sean Hughes. StarBlock.com is based in...
1889|StartDate Labs|2430000.0|Software|4454995|operating|USA|Lebanon|3|2010.0|technology|StartDate Labs, Inc., a development stage company, intends to develop software solutions for job seekers, employers, and recruiting vendors. The company was founded in 2010 and is based in Meridian, New Hampshire.
1890|StashMetrics|107504.0|Analytics|107504|operating|GBR|London|2|2014.0|technology|StashMetrics is a company making tools to help brands collaborate with the best content creators on line. Its products help brands and agencies to find content creators, collaborate on content production and promote the results through owned and paid channels.
1891|StatSocial|1100000.0|Analytics|1100000|operating|USA|New York|1|2012.0|technology|StatSocial is the premier provider of social data, enabling brands and publishers to understand, segment and target their audiences on the web. StatSocial is headquartered in New York City.
1892|Stateless Networks|1800000.0|Software|1800000|operating|||1|2012.0|technology|Performance, Visibility. Simplicity...It's time for a beautiful network. Stateless is transforming network operations for software-centric networking. Tying together deep network understanding with state-of-the-art distributed systems, cloud, data science and gaming expertise, Stateless transforms network visibility, performance and...
1893|StatsMix|12000.0|Enterprise Software|12000|acquired|||1|2009.0|technology|StatsMix makes it easy to track and chart all of your important metrics.StatsMix allows customers to quickly track internal metrics with a REST-based API or automatically monitor social media, analytics, support systems, and many more popular services.
1894|Status Overload|250000.0|Facebook Applications|250000|closed|||1|2009.0|technology|Status Overload is a social media application. It offers a browser-based client for Twitter and Facebook, with many advanced features. Messages that are cross-posted from Twitter to Facebook (or Facebook to Twitter) are only displayed as a single item, to avoid re-reading messages. Individual messages that reply to or retweet one another are...
1895|Stellar Biotechnologies|1613700.0|Biotechnology|17566976||USA|Port Hueneme Cbc Base|6|1999.0|technology|Stellar Biotechnologies, Inc. (OTCQB: SBOTF) (TSX-V: KLH) is the world leader in the development and sustainable manufacture of Keyhole Limpet Hemocyanin (KLH). We serve the growing demand for this essential molecule in pharmaceutical and immunodiagnostic markets.Stellar Biotechnologies is committed to developing novel immune-based products for...
1896|StepsAway|1600000.0|Mobile Software Tools|4000000|operating|USA|North Hollywood|2|2012.0|technology|Stepsaway develops an online platform that enables mall-based retailers to create and deliver offers and promotions to smartphones.It offers SA Connect, a solution to communicate with shoppers for regular promotions or flash sales; SAMobile, which connects and engages with customer instantly by delivering offers; and SAWi-Fi, a network that...
1897|SterraClimb|1500000.0|Robotics|1500000|operating|USA|Princeton|1|2005.0|technology|SterraClimb LLC is a Robotics company focused on the development and commercialization of robotic portable load transport equipment to increase delivery safety and efficiency for industry as well as for the consumer.The company's lead product is SterraClimb Industrial, the world’s first robotic motorized stairclimbing handtruck, which...
1898|Stillwater Supercomputing|250000.0|Cloud Computing|250000|operating|USA|El Dorado Hills|1|2007.0|technology|Stillwater Supercomputing, Inc. designs and markets a compute acceleration platform for computational science and knowledge discovery. The compute accelerator is based on a specialized semiconductor device called the Stillwater Knowledge Processing Unit, or KPU(TM). The KPU provides unmatched price/performance at ultra low power to expand the...
1899|Stipso|310000.0|Data Visualization|310000|operating|GBR|Edinburgh|1|2010.0|technology|Stipso is creative software-as-a-service for visual content marketers and brands. It enables marketers to create and publish interactive Living Infographics, which mash up polls and data visualisation and integrate into the modern marketing tech stack.
1900|Stirplate.io|20000.0|Data Center Automation|20000|operating|||1|2013.0|technology|Stirplate was founded in 2013 by Dr. Keith Gonzales to address the needs of research scientists after years of frustration with poorly designed, difficult to use science software. Stirplate provides a platform that utilizes the power of the cloud to process big data analysis, provide secured cloud storage, and easy project management within the...
